0,0,0,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,-1.00000000000000,0,0,0,0,1.00000000000000,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,-1.00000000000000,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,-2.22044604925031e-16,0,0,0,0,0,-1.00000000000000,-1.00000000000000,0,5.55111512312578e-17,0,0,1.00000000000000,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,-1.00000000000000,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,0,0,1.11022302462516e-16,1.11022302462516e-16,0,0,-1.00000000000000,0,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,0,0,0,0,0,-1.00000000000000,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,-1.00000000000000,0,0,0,0,1.00000000000000,0,0,0,0,0,0,-1.00000000000000,0,1.00000000000000,0,0,0,-1.00000000000000,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,-1.00000000000000,0,0,0,0,1.00000000000000,0,0,0,0,0,-1.00000000000000,0,0,1.00000000000000,0,0,0,-1.00000000000000,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,-1.00000000000000,0,0,-1.00000000000000,1.00000000000000,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,0,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,-1.00000000000000,0,0,-1.00000000000000,-1.00000000000000,0,0,0,0,1.00000000000000,0,0,-1.00000000000000,-1.00000000000000,-1.00000000000000,0,0,0,0,-1.00000000000000,-1.00000000000000,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,0,0,0,-2.00000000000000,-2.00000000000000,1.00000000000000,-2.22044604925031e-16,0,1.00000000000000,1.00000000000000,1.00000000000000,0,0,0,0,0,0,0,1.00000000000000,0,-1.00000000000000,0,-1.00000000000000,0,-1.00000000000000,1.00000000000000,0,0,0,0,1.00000000000000,0,0,1.00000000000000,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,1.00000000000000,0,-1.00000000000000,0,0,1.00000000000000,-4.44089209850063e-16,0,0,0,0,0,4.00000000000000,0,0,0,0,0,0,0,0,4.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00000000000000,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000000000,1.00000000000000,1.00000000000000,0,0,0,0,0,-1.00000000000000,0,0,1.00000000000000,0,0,1.00000000000000,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00000000000000,-1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000000000000,0,0,0,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.00000000000000,0,0,-4.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00000000000000,2.00000000000000,0,0,0,-4.00000000000000,0,-1.00000000000000,0,-2.22044604925031e-16,0,0,0,1.00000000000000,0,-3.00000000000000,-3.00000000000000,0,5.55111512312578e-17,0,0,2.00000000000000,0,0,0,0,0,0,0,0,2.00000000000000,0,0,0,-2.00000000000000,0,0,3.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00000000000000,0,0,0,1.00000000000000,1.00000000000000,1.11022302462516e-16,1.11022302462516e-16,0,0,-1.00000000000000,0,0,2.00000000000000,2.00000000000000,0,0,0,0,0,0,0,2.00000000000000,0,0,0,0,0,0,0,-1.00000000000000,0,0,0,-1.00000000000000,0,0,0,0,0,0,0,-1.00000000000000,1.00000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
